user-id,game-title,behavior-name,value
24858005,Call of Duty Modern Warfare 2 - Multiplayer,play,228.0
154374262,Dota 2,purchase,1.0
28472068,Grand Theft Auto IV,purchase,1.0
57088976,The Secret of Monkey Island Special Edition,play,11.9
9134079,Call of Duty Modern Warfare 2,purchase,1.0
39361297,Fiesta Online NA,purchase,1.0
35701646,FTL Faster Than Light,play,79.0
188949150,Tomb Raider,play,13.4
75463760,Company of Heroes (New Steam Version),play,5.0
106760673,Killing Floor 2,play,2.0
86182317,Alien Isolation,play,8.7
95819457,Dungeon Defenders,purchase,1.0
36557643,Cubemen,purchase,1.0
148928721,Free to Play,play,0.2
122026623,Kerbal Space Program,purchase,1.0
40212239,MURDERED SOUL SUSPECT,play,3.5
116876958,Borderlands DLC Mad Moxxi's Underdome Riot,purchase,1.0
59925638,Frontlines Fuel of War,play,2.6
194207397,The Binding of Isaac,purchase,1.0
58905429,Sanctum 2,purchase,1.0
77214425,Skullgirls,play,3.7
173774528,Unturned,purchase,1.0
24469287,Sentris,purchase,1.0
104870123,Mark of the Ninja,purchase,1.0
243520161,Dota 2,play,8.3
15841597,Day of Defeat,purchase,1.0
36404933,Tomb Raider,play,6.0
975449,Swords and Soldiers HD,purchase,1.0
58435428,FINAL FANTASY XIV A Realm Reborn,play,48.0
164275046,Dota 2,purchase,1.0
127072755,The Vanishing of Ethan Carter Redux,purchase,1.0
103638409,Eldevin,purchase,1.0
81170946,STAR WARS Knights of the Old Republic II The Sith Lords,purchase,1.0
9563573,Medal of Honor(TM) Single Player,purchase,1.0
48386574,Saints Row The Third,play,9.4
9128105,"Warhammer 40,000 Dawn of War II - Chaos Rising",play,6.0
53091150,Reus,purchase,1.0
49893565,E.Y.E Divine Cybermancy,play,0.7
63441290,Mars War Logs,play,10.3
167901416,Counter-Strike Nexon Zombies,purchase,1.0
138941587,Pid ,purchase,1.0
92914917,F.E.A.R. Extraction Point,purchase,1.0
304081461,WARMODE,purchase,1.0
57271785,Counter-Strike Condition Zero,play,1.1
71687719,AI War Fleet Command,purchase,1.0
170068207,Speedball 2 HD,purchase,1.0
240551525,Piercing Blow,purchase,1.0
59790700,The Witcher 3 Wild Hunt,play,6.8
65754991,Terraria,purchase,1.0
49462664,The Forest,play,6.5
86469479,Tom Clancy's Splinter Cell,purchase,1.0
42657809,Portal,play,3.9
56038151,Alan Wake's American Nightmare,purchase,1.0
125699277,DC Universe Online,play,57.0
263454788,Dota 2,play,2.1
233209749,Team Fortress 2,purchase,1.0
66052983,PAYDAY The Heist,play,6.0
17567828,PAYDAY The Heist,play,6.0
10253354,Wolfenstein The New Order,play,10.2
114846707,Sid Meier's Civilization V,play,7.7
152959594,Grand Theft Auto Episodes from Liberty City,play,3.3
71777065,"Warhammer 40,000 Dawn of War - Game of the Year Edition",purchase,1.0
106333903,The Witcher Enhanced Edition,play,0.9
107567915,Anna - Extended Edition,play,5.3
294620986,Unturned,play,22.0
86733992,The Binding of Isaac,play,36.0
157070205,Dota 2,play,6.2
10599862,BRINK,play,13.9
143877335,Platypus,purchase,1.0
181608676,Kerbal Space Program,play,25.0
186597710,Dota 2,play,1.9
100351493,Rexaura,purchase,1.0
118693973,POSTAL 2,play,5.7
40212239,Fallout New Vegas,purchase,1.0
26572597,Half-Life 2 Lost Coast,purchase,1.0
64787956,Multiwinia,purchase,1.0
148264060,Garry's Mod,purchase,1.0
77214425,Age of Empires III Complete Collection,purchase,1.0
27424183,Half-Life 2,purchase,1.0
32644336,Call of Duty Modern Warfare 3 - Multiplayer,play,5.5
298178235,Fallout 4,play,54.0
202516861,Dota 2,purchase,1.0
156071982,POSTAL 2,play,7.9
62990992,A Bird Story,play,1.7
11373749,The Night of the Rabbit,purchase,1.0
55426012,Mount & Blade Warband,purchase,1.0
8865447,The Last Remnant,purchase,1.0
103731895,Foul Play,play,0.2
15841597,Deathmatch Classic,purchase,1.0
26808868,Brothers - A Tale of Two Sons,play,3.0
100894366,Sid Meier's Civilization IV,purchase,1.0
298950,Tom Clancy's Splinter Cell Blacklist,purchase,1.0
124437057,Metro Last Light,play,0.9
115167911,Heroes & Generals,purchase,1.0
282464648,WARMODE,play,0.2
97818502,Far Cry 2,purchase,1.0
138941587,Destiny Warriors,purchase,1.0
59529444,Call of Duty Modern Warfare 2 - Multiplayer,purchase,1.0
180780478,Unturned,play,36.0
127628725,Arma 2 Operation Arrowhead,purchase,1.0
116564064,Don't Starve Together Beta,purchase,1.0
291313138,Dota 2,purchase,1.0
50811344,The Witcher Enhanced Edition,purchase,1.0
33622085,Peggle Deluxe,purchase,1.0
40212239,Half-Life,purchase,1.0
203800963,War Thunder,purchase,1.0
122026623,Act of War Direct Action,purchase,1.0
33282871,Sid Meier's Civilization Beyond Earth,purchase,1.0
148264060,Counter-Strike Global Offensive,purchase,1.0
237704094,Unturned,purchase,1.0
158693714,Dota 2,purchase,1.0
79211079,Unturned,play,42.0
127426141,Hitman 2 Silent Assassin,purchase,1.0
196059860,Sid Meier's Civilization V,play,1.8
152419713,Stranded Deep,play,9.6
11373749,Deus Ex Human Revolution,purchase,1.0
234621077,Team Fortress 2,play,0.5
86912006,Xam,purchase,1.0
111212436,Codename CURE,purchase,1.0
76420334,Kerbal Space Program,purchase,1.0
176929122,Loadout,play,2.6
1072465,Day of Defeat,purchase,1.0
55367062,Dust An Elysian Tail,purchase,1.0
42061089,Panzar,play,0.4
269034196,Unturned,play,11.4
154730370,Arma 3,purchase,1.0
51557405,Return to Mysterious Island 2,purchase,1.0
153945772,No More Room in Hell,purchase,1.0
142750305,Dota 2,play,109.0
31162433,Counter-Strike,purchase,1.0
59662830,Mount & Blade With Fire and Sword,play,2.2
59662830,Warhammer End Times - Vermintide,play,59.0
115571373,Rocket League,purchase,1.0
154230933,Alan Wake's American Nightmare,purchase,1.0
4595423,Bastion,purchase,1.0
187463594,LEGO MARVEL Super Heroes,purchase,1.0
160965612,FEZ,purchase,1.0
122094388,Borderlands DLC Mad Moxxi's Underdome Riot,purchase,1.0
116564064,Age of Empires II HD Edition,purchase,1.0
33706322,HeXen Deathkings of the Dark Citadel,purchase,1.0
66950079,Arma 3 Helicopters,purchase,1.0
115287826,Might & Magic Duel of Champions,purchase,1.0
105186824,Dota 2,purchase,1.0
96167505,Ryse Son of Rome,play,10.5
16645459,Viking Battle for Asgard,purchase,1.0
75232211,Chivalry Medieval Warfare,purchase,1.0
188665937,Dota 2,purchase,1.0
42363887,Pro Cycling Manager 2013,purchase,1.0
43913966,Teenage Mutant Ninja Turtles Out of the Shadows,play,0.5
126583867,Football Manager 2014,play,5.2
36546868,Mark of the Ninja,purchase,1.0
30519870,Condemned Criminal Origins,purchase,1.0
181666776,Lambda Wars Beta,play,1.3
281857216,CSGO Player Profiles,purchase,1.0
11403772,Shadow Warrior Classic Redux,purchase,1.0
205730271,Castle Crashers,purchase,1.0
115167911,The Witcher 3 Wild Hunt,play,278.0
129585692,Team Fortress 2,play,0.1
7015471,Left 4 Dead 2,play,0.5
52321307,Europa Universalis IV Conquest of Paradise,purchase,1.0
98928829,M.U.D. TV,play,16.3
38049880,Company of Heroes Tales of Valor,purchase,1.0
237244349,Fingerbones,play,0.3
69954842,Castlevania Lords of Shadow - Ultimate Edition,purchase,1.0
64514291,Train Simulator,purchase,1.0
59332369,Fairy Fencer F,play,1.2
262326400,Unturned,purchase,1.0
86898348,Day of Defeat Source,purchase,1.0
88525821,Sanitarium,purchase,1.0
45145682,F.E.A.R. 2 Project Origin,play,3.1
282567672,Dota 2,purchase,1.0
287264958,Realm of the Mad God,purchase,1.0
86055705,Half-Life Source,purchase,1.0
43360645,Medal of Honor(TM) Multiplayer,purchase,1.0
3238976,Team Fortress Classic,purchase,1.0
206014489,Middle-earth Shadow of Mordor,purchase,1.0
119310413,Mirror's Edge,purchase,1.0
166545912,The Way of Life Free Edition,purchase,1.0
147879598,Counter-Strike Nexon Zombies,purchase,1.0
12860805,Half-Life Deathmatch Source,purchase,1.0
98624963,Wolfenstein The New Order German Edition,purchase,1.0
45617627,Deus Ex Human Revolution,play,9.8
61632730,Counter-Strike Global Offensive,purchase,1.0
152959594,Robocraft,play,0.4
242937979,Fallout New Vegas Honest Hearts,purchase,1.0
58345543,Half-Life 2 Update,purchase,1.0
258140547,Simply Chess,purchase,1.0
42657809,Batman Arkham Origins,play,24.0
52942891,SMITE,purchase,1.0
60611062,Amnesia The Dark Descent,play,0.4
83770731,GRID 2,purchase,1.0
9245216,Dota 2,play,15.9
80494893,Dishonored,purchase,1.0
10450544,Grand Theft Auto IV,purchase,1.0
51822361,Canyon Capers,play,0.4
56436338,Football Manager 2011,purchase,1.0
161366228,Insurgency,purchase,1.0
60744461,Aliens vs. Predator,purchase,1.0
296769824,Robocraft,play,23.0
148322156,Dizzel,purchase,1.0
236541446,Dota 2,purchase,1.0
79411077,Total War ROME II - Emperor Edition,purchase,1.0
59825286,The Binding of Isaac,purchase,1.0
138941587,Sacred Citadel,purchase,1.0
127335438,MicroVolts Surge,purchase,1.0
84455820,Worms Ultimate Mayhem,play,0.5
11978743,Contrast,purchase,1.0
170460109,Arma 2,purchase,1.0
228649481,No More Room in Hell,purchase,1.0
126191291,Mare Nostrum,purchase,1.0
81439192,The Witcher Enhanced Edition,play,1.0
79073449,Assassin's Creed IV Black Flag,play,29.0
27691746,Counter-Strike Source,play,0.3
129102620,War Thunder,play,8.2
197620904,Euro Truck Simulator 2,play,56.0
11970504,Tom Clancy's Splinter Cell Conviction,purchase,1.0
155963474,Strife,purchase,1.0
99906508,Total War ROME II - Emperor Edition,purchase,1.0
101695880,The Long Dark,purchase,1.0
81579335,Medieval II Total War,play,249.0
215877085,Age of Conan Unchained - EU version,purchase,1.0
298950,XCOM Enemy Unknown,play,25.0
11403772,Tom Clancy's Ghost Recon Phantoms - EU WAR Madness pack (Support),purchase,1.0
278247296,GunZ 2 The Second Duel,purchase,1.0
111212436,Don't Starve Reign of Giants,purchase,1.0
22283916,Counter-Strike Condition Zero,play,0.6
186247831,Terraria,play,0.8
36404933,F.E.A.R.,purchase,1.0
122216032,Borderlands,play,0.5
86481908,Red Orchestra 2 Heroes of Stalingrad - Single Player,purchase,1.0
243020996,Don't Starve Together Beta,purchase,1.0
33651880,Mutant Mudds Deluxe,purchase,1.0
146007471,Dethroned!,purchase,1.0
253218347,Total War ATTILA,play,58.0
274785080,Missing Translation,purchase,1.0
90272527,Euro Truck Simulator 2,purchase,1.0
105877396,Dwarfs F2P,purchase,1.0
264625792,Terraria,play,84.0
99133844,Heroes & Generals,purchase,1.0
10385370,Counter-Strike,purchase,1.0
117531196,The Witcher 2 Assassins of Kings Enhanced Edition,purchase,1.0
7907686,Borderlands DLC The Secret Armory of General Knoxx,purchase,1.0
135414002,Team Fortress 2,play,39.0
6144819,Borderlands DLC Mad Moxxi's Underdome Riot,purchase,1.0
683019,Half-Life 2 Lost Coast,purchase,1.0
172771532,Dragon Nest Europe,purchase,1.0
164107877,Dota 2,purchase,1.0
82352462,Counter-Strike Global Offensive,purchase,1.0
36404933,Pid ,play,0.4
65398650,Ether Vapor Remaster,purchase,1.0
61632730,Particula,purchase,1.0
92914917,Chivalry Medieval Warfare,purchase,1.0
83992730,BRINK,purchase,1.0
144202828,Dota 2,purchase,1.0
210905793,Xam,purchase,1.0
149920224,"Warhammer 40,000 Dawn of War - Game of the Year Edition",purchase,1.0
36546868,XCOM Enemy Within,purchase,1.0
98649241,Forge,purchase,1.0
224754050,Nosgoth,play,0.2
126191291,Men of War Assault Squad,play,20.0
12529679,Dota 2,purchase,1.0
107359794,MX vs. ATV Reflex,play,2.2
71777065,Port Royale 3,purchase,1.0
138941587,Absconding Zatwor,play,8.2
99374297,Enclave,purchase,1.0
189734107,Counter-Strike,play,1.1
97620507,Team Fortress 2,purchase,1.0
21061921,Age of Empires III Complete Collection,purchase,1.0
134223421,School of Dragons How to Train Your Dragon,purchase,1.0
975449,The Elder Scrolls V Skyrim,play,43.0
166863117,Hacker Evolution,purchase,1.0
49893565,ArcheAge,play,164.0
43955374,War of Beach,purchase,1.0
11978743,Mafia II,purchase,1.0
127220350,Emily is Away,purchase,1.0
12610800,Nosgoth,purchase,1.0
171067153,Warframe,play,2.2
17995238,Door Kickers,purchase,1.0
11373749,Peggle Nights,play,19.5
140911953,Saints Row The Third,play,14.9
229911,Half-Life 2 Lost Coast,play,0.3
272181160,Counter-Strike Condition Zero,purchase,1.0
17495098,Before the Echo,play,0.4
88579585,Whisper of a Rose,purchase,1.0
62990992,Napoleon Total War,purchase,1.0
182470295,Dota 2,play,0.5
27403206,Counter-Strike Source,purchase,1.0
64973908,Outland,play,1.1
231416829,Super Meat Boy,purchase,1.0
22301321,Proteus,purchase,1.0
11952990,Scribblenauts Unlimited,purchase,1.0
196059860,System Shock 2,purchase,1.0
222125122,Dota 2,play,54.0
87273930,Company of Heroes (New Steam Version),purchase,1.0
189086011,Tom Clancy's Ghost Recon Phantoms - EU,purchase,1.0
181379461,Dota 2,play,3.4
204296172,METAL SLUG DEFENSE,purchase,1.0
11403772,Robocraft,purchase,1.0
32126281,Fallout New Vegas Honest Hearts,purchase,1.0
155673786,Assassin's Creed IV Black Flag,purchase,1.0
49228258,Magicka Wizard's Survival Kit,purchase,1.0
106259770,XCOM Enemy Unknown,play,2.5
31669242,Just Cause 3,purchase,1.0
42061089,Killing Floor,purchase,1.0
94936385,Hitman 2 Silent Assassin,purchase,1.0
183771438,Heroes & Generals,purchase,1.0
193486352,Royal Quest,purchase,1.0
111044780,Magicka Vietnam,purchase,1.0
77214425,Quake III Team Arena,purchase,1.0
20772968,Company of Heroes Opposing Fronts,purchase,1.0
111362598,Team Fortress 2,play,8.9
173658892,Dota 2,purchase,1.0
146230543,Dota 2,play,0.8
50744279,Eador. Masters of the Broken World,play,36.0
75368808,Life is Feudal Your Own,purchase,1.0
90272527,Magicka Party Robes,purchase,1.0
180501401,Train Simulator,purchase,1.0
238516802,War of the Roses,purchase,1.0
33013552,Dota 2,purchase,1.0
44472980,Dead Island Epidemic,purchase,1.0
124059151,Spec Ops The Line,purchase,1.0
86912006,Arma 2 Free,purchase,1.0
53875128,PROTOTYPE 2,purchase,1.0
52567955,Counter-Strike Condition Zero,purchase,1.0
65958466,Metro Last Light Redux,play,7.1
132014951,Arma 2 Operation Arrowhead Beta (Obsolete),purchase,1.0
55776971,Call of Duty Modern Warfare 3 - Multiplayer,play,15.5
116564064,Tomb Raider Underworld,purchase,1.0
122679931,Dead Island Epidemic,play,0.7
162076421,Chaos Heroes Online,purchase,1.0
179317774,Dota 2,purchase,1.0
92940732,The Elder Scrolls V Skyrim,purchase,1.0
71777065,Life Is Strange,play,24.0
49893565,SMITE,purchase,1.0
154458931,The Forest,play,50.0
189734107,EVGA PrecisionX 16,purchase,1.0
67579257,Dead Island,purchase,1.0
188988198,Rise of Incarnates,purchase,1.0
44370809,S.T.A.L.K.E.R. Call of Pripyat,play,16.9
51557405,The Ship Tutorial,play,0.5
110397537,Call of Duty Modern Warfare 3,purchase,1.0
24721232,Jet Set Radio,play,7.2
86481908,Super Monday Night Combat,play,2.0
194642805,Dota 2,play,0.2
128925610,Battle Islands,purchase,1.0
88296152,Magicka Party Robes,purchase,1.0
7907686,Alien Swarm,play,0.3
103563010,Borderlands 2,purchase,1.0
155673786,LIMBO,purchase,1.0
165031107,Dota 2,play,9.2
44169472,Total War ROME II - Emperor Edition,purchase,1.0
252811208,F.E.A.R. Extraction Point,purchase,1.0
99264709,Sniper Elite V2,purchase,1.0
15221799,Alan Wake's American Nightmare,purchase,1.0
73835640,Outland,purchase,1.0
159994178,World of Guns Gun Disassembly,play,0.9
96588736,Far Cry 3,play,51.0
137222368,Rust,play,29.0
70930091,Counter-Strike Source,purchase,1.0
63678282,Sniper Elite V2,play,52.0
199243806,Toribash,purchase,1.0
7440594,Batman Arkham Origins,play,77.0
107097425,Penumbra Black Plague,play,9.2
154230933,Depth,purchase,1.0
150751526,Dungeonland,play,0.2
160922242,Half-Life Deathmatch Source,play,0.5
11207650,Portal,play,18.2
292196792,Dota 2,purchase,1.0
32126281,Age of Empires II HD Edition,purchase,1.0
243808569,Sid Meier's Civilization V,purchase,1.0
59825286,Divinity Original Sin Enhanced Edition,purchase,1.0
39322716,BioShock Infinite,play,0.5
28165186,Day of Defeat,purchase,1.0
103631407,Total War SHOGUN 2,play,1.4
238012371,S.K.I.L.L. - Special Force 2,play,0.9
126191291,The Guild II - Pirates of the European Seas,purchase,1.0
295981434,DC Universe Online,play,2.1
7907686,Age of Empires III Complete Collection,purchase,1.0
7907686,The Elder Scrolls V Skyrim - Dawnguard,purchase,1.0
17530772,Command and Conquer Red Alert 3,purchase,1.0
216025815,Neverwinter,play,5.1
54637394,The Witcher 2 Assassins of Kings Enhanced Edition,purchase,1.0
7431946,Team Fortress 2,play,16.1
141402600,Neverwinter,purchase,1.0
173859218,Half-Life 2,purchase,1.0
167202599,Star Trek Online,play,264.0
131940023,Fallout New Vegas,purchase,1.0
59536273,Robocraft,play,0.6
91690667,Supreme Commander Forged Alliance,purchase,1.0
95911580,Europa Universalis Rome - Gold Edition,play,5.9
93275329,Tales Runner,purchase,1.0
9823354,Rising Storm/Red Orchestra 2 Multiplayer,purchase,1.0
77980915,Half-Life,purchase,1.0
124712421,Outlast,purchase,1.0
243053090,CSGO Player Profiles - Taz,purchase,1.0
160922242,Half-Life Source,play,3.8
146257187,Dota 2,play,284.0
179912213,Dota 2,purchase,1.0
127220350,Blockland,play,4.2
62990992,Sweet Lily Dreams,purchase,1.0
183170604,Dota 2,purchase,1.0
106579434,Sid Meier's Civilization V,purchase,1.0
45292137,Rocket League,purchase,1.0
152959594,Team Fortress 2,purchase,1.0
1129452,Counter-Strike Source,purchase,1.0
34919318,Garry's Mod,purchase,1.0
8585433,Man Alive Game,purchase,1.0
58905429,Goodbye Deponia,purchase,1.0
10599862,Assassin's Creed Brotherhood,play,15.6
171847029,Arma 2 British Armed Forces,purchase,1.0
158608850,Counter-Strike Global Offensive,play,14.2
71777065,Wolfenstein The New Order,purchase,1.0
3674653,Team Fortress Classic,purchase,1.0
168163793,Football Superstars,purchase,1.0
63098418,Call of Duty Black Ops,purchase,1.0
111754806,DayZ,play,22.0
99133844,Counter-Strike Global Offensive,purchase,1.0
88579585,Sid Meier's Civilization IV Warlords,purchase,1.0
43160799,METAL GEAR SOLID V THE PHANTOM PAIN,purchase,1.0
26430231,WAKFU,purchase,1.0
125424716,Magicka Wizard Wars,play,1.0
156941467,Zombie Panic Source,play,2.7
260567796,Brick-Force,purchase,1.0
225734651,BLOCKADE 3D,play,40.0
29873979,Dota 2,play,1528.0
80511960,Gear Up,purchase,1.0
561758,X-COM Enforcer,purchase,1.0
161623464,No More Room in Hell,play,4.1
306167161,Team Fortress 2,play,0.3
116617462,Star Wars - Battlefront II,play,5.8
100719181,Half-Life 2,purchase,1.0
106834867,Reign Of Kings,play,24.0
100894366,Hitman Absolution,purchase,1.0
62633395,Anno 2070,purchase,1.0
258213980,The Elder Scrolls V Skyrim - Dawnguard,purchase,1.0
186287462,Dungeon Siege III,purchase,1.0
86469479,Saints Row IV,play,15.3
182557942,Don't Starve Together Beta,play,5.4
17414305,Call of Duty Black Ops - Multiplayer,play,23.0
49462664,Fallout 4,play,46.0
106796307,Natural Selection 2,play,1.3
236434806,Team Fortress 2,play,7.2
49893565,EverQuest Free-to-Play,purchase,1.0
258530685,Block N Load,play,1.0
11731710,GRID 2,purchase,1.0
17497581,Fallout New Vegas,play,58.0
20200395,Plants vs. Zombies Game of the Year,purchase,1.0
127344335,Saints Row IV Inauguration Station,purchase,1.0
191365887,Team Fortress 2,purchase,1.0
164820245,Only If,play,0.8
44370809,Football Manager 2012,purchase,1.0
18066817,Audiosurf,purchase,1.0
13565651,Dead Space 2,purchase,1.0
10450544,Loadout,play,0.1
227676589,CastleMiner Z,purchase,1.0
175447188,Borderlands DLC Claptraps New Robot Revolution,purchase,1.0
65398650,Syder Arcade,purchase,1.0
156071982,PixelJunk Shooter,play,5.6
112849197,Call of Duty Modern Warfare 2,play,2.2
38317154,Devil May Cry 3 Special Edition,play,0.6
137531238,Counter-Strike Source,purchase,1.0
94195027,Team Fortress 2,purchase,1.0
14465359,Fallout New Vegas Courier's Stash,purchase,1.0
86041729,Robocraft,purchase,1.0
210296537,Unturned,purchase,1.0
67579257,Borderlands The Pre-Sequel,purchase,1.0
65229865,Solar 2,play,1.6
26729643,S.T.A.L.K.E.R. Clear Sky,purchase,1.0
62990992,Age of Empires III Complete Collection,play,3.3
248444377,Woodle Tree Adventures,purchase,1.0
49893565,Codename Gordon,play,0.2
42061089,Darksiders Soundtrack,purchase,1.0
16645459,Thomas Was Alone,purchase,1.0
123483924,Guns and Robots,purchase,1.0
126191291,State of Decay,play,0.4
22301321,State of Decay - Lifeline,purchase,1.0
82352462,Gas Guzzlers Extreme,play,0.3
99613502,Napoleon Total War,purchase,1.0
20772968,Borderlands 2,purchase,1.0
201283792,Dota 2,play,209.0
109165920,Anno 1404,play,5.3
12610800,Company of Heroes,purchase,1.0
306042038,Red Crucible Firestorm,play,0.1
47384303,The Witcher Enhanced Edition,purchase,1.0
22301321,"Papers, Please",play,1.7
53898495,Dungeon Siege III,play,13.3
77214425,Max Payne 3,purchase,1.0
7907686,Borderlands,play,55.0
23225650,Hitman Absolution,play,20.0
47457723,Patrician IV Steam Special Edition,play,19.0
28997716,Day of Defeat Source,play,16.3
124437057,Mark of the Ninja Special Edition DLC,purchase,1.0
93275329,Skullgirls,play,15.1
53898495,Saints Row IV,play,59.0
30246419,Eryi's Action,purchase,1.0
96439660,Sid Meier's Civilization V,play,38.0
76892907,Mount & Blade With Fire and Sword,purchase,1.0
147602462,Frankenstein Master of Death,purchase,1.0
65145468,Call of Duty Black Ops III,purchase,1.0
284604128,Dota 2,play,0.1
92958887,Batman Arkham Asylum GOTY Edition,purchase,1.0
154230723,Euro Truck Simulator 2,play,0.7
37829487,Unturned,play,0.2
92914917,Counter-Strike Condition Zero,purchase,1.0
197904909,Dwarfs F2P,purchase,1.0
298504348,Dota 2,purchase,1.0
94521606,Terraria,purchase,1.0
133268706,Tower Wars,purchase,1.0
57368001,Left 4 Dead 2,purchase,1.0
99083518,Dragon Age Origins - Ultimate Edition,play,32.0
101878879,Crusader Kings II,purchase,1.0
60296891,Borderlands 2,purchase,1.0
24469287,The Last Federation,play,3.9
68337019,Call of Duty Modern Warfare 2 - Multiplayer,play,136.0
108595389,Trucks & Trailers,purchase,1.0
298950,The Cave,purchase,1.0
189813843,Grand Theft Auto V,purchase,1.0
67708331,Team Fortress 2,play,13.3
117022366,Assassin's Creed Brotherhood,play,16.5
149699301,Dota 2,purchase,1.0
66748534,Deathmatch Classic,play,0.2
69009454,Grand Theft Auto San Andreas,play,0.1
60324268,Counter-Strike Condition Zero,purchase,1.0
114727578,STAR WARS Knights of the Old Republic II The Sith Lords,purchase,1.0
170460109,Dead Space 2,play,0.4
302394761,America's Army Proving Grounds,purchase,1.0
212078557,Euro Truck Simulator 2 - Ice Cold Paint Jobs Pack,purchase,1.0
11794760,Company of Heroes Tales of Valor,purchase,1.0
44472980,Divinity Original Sin Enhanced Edition,purchase,1.0
129966650,Arma 2 Operation Arrowhead Beta (Obsolete),purchase,1.0
72996988,Blade Symphony,play,0.3
87341384,Borderlands 2,play,111.0
95181268,HAWKEN,play,0.4
296439514,PlanetSide 2,purchase,1.0
85366890,LIMBO,play,2.6
55906572,Batman Arkham Asylum GOTY Edition,purchase,1.0
92914917,Sins of a Solar Empire Rebellion,play,4.6
86912006,Company of Heroes 2,purchase,1.0
197904909,Construct 2 Free,purchase,1.0
197904909,Bloodline Champions,purchase,1.0
16084897,Natural Selection 2,purchase,1.0
10854426,Counter-Strike Source,purchase,1.0
138941587,SpaceChem,purchase,1.0
24721232,AVSEQ,purchase,1.0
25831175,Counter-Strike Source,purchase,1.0
47384202,Medal of Honor(TM) Single Player,play,0.6
253773352,APB Reloaded,purchase,1.0
73726855,Path of Exile,purchase,1.0
76451157,Half-Life 2 Episode Two,purchase,1.0
140820563,Sid Meier's Civilization V,purchase,1.0
183838531,Dota 2,play,0.7
97614578,Moonbase Alpha,play,0.7
60296891,Warlock - Master of the Arcane Powerful Lords,purchase,1.0
152959594,Unturned,purchase,1.0
121891688,Batman Arkham Origins - New Millennium Skins Pack,purchase,1.0
127555883,Age of Empires III Complete Collection,purchase,1.0
23386002,Call of Duty Black Ops - Multiplayer,purchase,1.0
138941587,Super Killer Hornet Resurrection,play,8.4
21061921,Mark of the Ninja,purchase,1.0
81746734,Loadout Campaign Beta,play,15.7
2259650,Batman Arkham City GOTY,play,1.1
113496097,Magicka Wizard Wars,purchase,1.0
144197012,Dota 2,purchase,1.0
49462664,Deus Ex Human Revolution,purchase,1.0
207830797,Mortal Kombat Legacy - Ep. 3 Johnny Cage,purchase,1.0
11149819,Blood Bowl Legendary Edition,purchase,1.0
60611062,Unreal Tournament Game of the Year Edition,purchase,1.0
102111851,Dota 2,purchase,1.0
45617627,Dungeon Siege III,play,2.8
